SendShipNO,NO,SendTime,Lon,Lat,SOG,COG,geometry
3,53,462,120.1891369871459,34.9333744963336,16.819251585730722,306.0565000347391,POINT (120.1891369871459 34.9333744963336)
3,85,462,120.17681803024401,34.97587059203153,16.762451531315406,192.38363769920505,POINT (120.17681803024401 34.97587059203153)
3,92,462,120.09490984450318,34.861461610232254,14.550542761324843,356.583696507844,POINT (120.09490984450318 34.861461610232254)
3,98,462,120.09064526320073,34.95687643089619,11.331715454380976,179.7954911091755,POINT (120.09064526320073 34.95687643089619)
3,1,462,120.16183365958989,34.85418789887504,19.83601837208384,71.15197706526789,POINT (120.16183365958989 34.85418789887504)
4,76,462,119.95751016830216,35.19809127426584,9.939499386729231,291.4801414906506,POINT (119.95751016830216 35.19809127426584)
4,84,462,119.88429142504121,35.16402152381889,7.669702819649208,80.13550023404017,POINT (119.88429142504121 35.16402152381889)
4,95,462,119.98068212617557,35.15665524992732,19.851332743005663,22.4362464039649,POINT (119.98068212617557 35.15665524992732)
4,105,462,119.92730744070211,35.167426616773284,17.6989499092925,323.5116405655516,POINT (119.92730744070211 35.167426616773284)
5,10,462,119.87161973688244,35.055887782988336,9.08215737116346,174.79462254595094,POINT (119.87161973688244 35.055887782988336)
5,17,462,119.83634685296,34.970679788276975,20.0,62.80508846033638,POINT (119.83634685296 34.970679788276975)
5,19,462,119.92699295196772,35.01872244325713,10.863254573057795,307.3998358427456,POINT (119.92699295196772 35.01872244325713)
5,34,462,119.91965037981346,35.06442051799602,7.073860971162315,5.458841299363115,POINT (119.91965037981346 35.06442051799602)
5,70,462,119.88060223372109,35.07578070375139,9.647605930475844,328.4904064770507,POINT (119.88060223372109 35.07578070375139)
5,74,462,119.92976392770004,35.00935697860404,17.15111813597845,264.1265271144998,POINT (119.92976392770004 35.00935697860404)
5,79,462,119.79318284602839,35.06009065710539,2.672286244231053,171.22980657460843,POINT (119.79318284602839 35.06009065710539)
5,102,462,119.84524071373268,34.95324688237523,12.196612783299777,343.64456859142445,POINT (119.84524071373268 34.95324688237523)
6,11,462,119.89030378637057,34.80205350798504,9.008235273134689,273.3183161442385,POINT (119.89030378637057 34.80205350798504)
6,20,462,119.84829184395342,34.76255131202577,15.039455989701292,6.120269272859012,POINT (119.84829184395342 34.76255131202577)
6,47,462,119.90821108873625,34.78271542142365,17.384020661060404,67.90602068774552,POINT (119.90821108873625 34.78271542142365)
6,51,462,119.8649340101634,34.84607393772951,9.939948613584122,133.65076036246836,POINT (119.8649340101634 34.84607393772951)
6,55,462,119.96434165870565,34.81441364943597,3.9014111405898904,127.04950584424476,POINT (119.96434165870565 34.81441364943597)
6,75,462,119.88521213058675,34.89304491284012,6.238045873357727,211.96994335749312,POINT (119.88521213058675 34.89304491284012)
6,82,462,119.88529948862558,34.8526843911645,3.8735091243898063,33.36159074353384,POINT (119.88529948862558 34.8526843911645)
6,99,462,119.89423258654885,34.77663791420807,10.925604454557181,278.83128588481037,POINT (119.89423258654885 34.77663791420807)
6,108,462,119.90462843488304,34.8567362498216,9.328151664369518,151.6348452416076,POINT (119.90462843488304 34.8567362498216)
6,0,462,119.98244217186001,34.90012655550455,13.733735239234068,64.22316619471712,POINT (119.98244217186001 34.90012655550455)
7,39,462,120.0948713907809,34.874991579988155,20.0,254.83117575452803,POINT (120.0948713907809 34.874991579988155)
7,55,462,119.99033950153107,34.80995296119052,8.307092129353295,160.64799513343684,POINT (119.99033950153107 34.80995296119052)
7,66,462,120.02580387612808,34.84433507509055,8.53768923494356,227.2359726339342,POINT (120.02580387612808 34.84433507509055)
7,92,462,120.06752882092702,34.83774919834045,18.98458329779153,128.12446605670942,POINT (120.06752882092702 34.83774919834045)
7,100,462,119.99667507978062,34.80254480738953,10.15460460967918,174.62603424238534,POINT (119.99667507978062 34.80254480738953)
7,101,462,120.07881468182705,34.75404988124772,8.908133798353932,95.88245347637017,POINT (120.07881468182705 34.75404988124772)
7,107,462,120.01182989433964,34.805833731488114,15.091274237443251,287.40214207433894,POINT (120.01182989433964 34.805833731488114)
8,21,462,120.0991642874597,34.955429987483676,11.583124566592982,136.57074527245936,POINT (120.0991642874597 34.955429987483676)
8,35,462,120.15338333031312,34.847591802925834,9.727051231561184,283.874875386698,POINT (120.15338333031312 34.847591802925834)
8,37,462,120.16857342358821,34.821332906929236,11.940166497033367,203.42780094258097,POINT (120.16857342358821 34.821332906929236)
8,39,462,120.11746217384011,34.89374453453414,18.628851817704035,131.07218721638486,POINT (120.11746217384011 34.89374453453414)
8,50,462,120.09009405142652,34.95398395349316,20.0,321.9012874176825,POINT (120.09009405142652 34.95398395349316)
8,52,462,120.19739159700622,34.941165611417674,17.115917755797717,255.52468213822524,POINT (120.19739159700622 34.941165611417674)
8,53,462,120.18388927724551,34.92869969445482,20.0,11.271025562827845,POINT (120.18388927724551 34.92869969445482)
8,89,462,120.06639141700867,34.94988860695019,20.0,176.87040974676853,POINT (120.06639141700867 34.94988860695019)
8,98,462,120.08549124618887,34.9522257694019,4.0142766389877,239.45819991046545,POINT (120.08549124618887 34.9522257694019)
8,1,462,120.15735151604069,34.848985017393886,19.07704921276102,130.46437783726617,POINT (120.15735151604069 34.848985017393886)
8,3,462,120.14960891115867,34.895484209115196,12.684278972228926,273.30746759997874,POINT (120.14960891115867 34.895484209115196)
9,13,462,120.23227449876715,35.00485751657787,11.142083571564196,293.533977092205,POINT (120.23227449876715 35.00485751657787)
9,24,462,120.25149269153856,35.042368553411,6.047513879242392,40.14590674266841,POINT (120.25149269153856 35.042368553411)
9,26,462,120.26207726105049,35.00631561076735,16.756183867285756,281.2054094905184,POINT (120.26207726105049 35.00631561076735)
9,45,462,120.22405339943447,35.06642243253857,4.8680337883123,150.19949382133288,POINT (120.22405339943447 35.06642243253857)
9,67,462,120.18762238346852,35.07884155698057,6.485794421723652,271.48913270169396,POINT (120.18762238346852 35.07884155698057)
9,87,462,120.26097103336542,35.06820611637082,5.73434741489228,187.5260873568069,POINT (120.26097103336542 35.06820611637082)
9,90,462,120.25789743528804,35.10398749320563,9.413046402965323,269.41077954374134,POINT (120.25789743528804 35.10398749320563)
0,25,467,119.99939707196899,34.93721967023361,4.517289292747262,54.72730448276053,POINT (119.99939707196899 34.93721967023361)
0,28,467,119.99545311526705,35.00001672850716,20.0,335.79782617868005,POINT (119.99545311526705 35.00001672850716)
0,49,467,119.99312244786466,34.967885325939505,14.773600657769524,66.24184533959084,POINT (119.99312244786466 34.967885325939505)
0,50,467,120.0609118989745,34.96283013169539,20.0,37.278447981605936,POINT (120.0609118989745 34.96283013169539)
0,59,467,119.92710909695244,34.992585976651675,17.387768250455434,33.86816676867592,POINT (119.92710909695244 34.992585976651675)
0,66,467,120.01844868358161,34.871418854298895,7.914156849289097,357.5965712775801,POINT (120.01844868358161 34.871418854298895)
0,74,467,119.96086832566041,34.98907309612048,20.0,285.7706626901782,POINT (119.96086832566041 34.98907309612048)
0,91,467,120.03600366958322,34.96927060709484,3.213048149523509,193.40277476590668,POINT (120.03600366958322 34.96927060709484)
0,92,467,120.06163816025547,34.86518898351466,19.01937726653369,68.1237666058541,POINT (120.06163816025547 34.86518898351466)
0,98,467,120.0565169949096,34.95977807143669,3.178216660766779,189.9804349757685,POINT (120.0565169949096 34.95977807143669)
0,108,467,119.9246303719081,34.87947581854706,5.04524861234684,117.88786141657542,POINT (119.9246303719081 34.87947581854706)
0,6,467,119.92549365613706,34.84687455279291,14.561393119715678,349.5210395267028,POINT (119.92549365613706 34.84687455279291)
1,35,467,120.16189334303098,34.839190088861926,12.544706387301245,21.322086963562015,POINT (120.16189334303098 34.839190088861926)
1,37,467,120.17721812849945,34.81256132364412,9.879629954170397,189.58790021927953,POINT (120.17721812849945 34.81256132364412)
1,39,467,120.12587196469471,34.88502823969237,16.000104973490572,202.20289537472252,POINT (120.12587196469471 34.88502823969237)
1,92,467,120.09869524074449,34.849118933282895,13.531202053729423,5.75385348712463,POINT (120.09869524074449 34.849118933282895)
1,3,467,120.15773874679265,34.887549157099464,4.587386227352641,335.9825608008182,POINT (120.15773874679265 34.887549157099464)
1,8,467,120.13834136740395,34.87214757517123,13.873123398947588,271.2704619304455,POINT (120.13834136740395 34.87214757517123)
2,23,467,120.09507327073497,35.06535873591272,11.0539721559995,5.9878537490390755,POINT (120.09507327073497 35.06535873591272)
2,33,467,120.06535685257039,35.05652357949667,7.718890502400869,236.57570601189406,POINT (120.06535685257039 35.05652357949667)
2,58,467,120.09057296355117,35.15575681406715,11.801353676323687,168.2739424484526,POINT (120.09057296355117 35.15575681406715)
2,62,467,120.12666445173235,35.18234417845046,4.076865922215634,130.88416879146894,POINT (120.12666445173235 35.18234417845046)
2,64,467,120.10652639914038,35.16950081468062,9.159412556652985,250.44440943967982,POINT (120.10652639914038 35.16950081468062)
2,67,467,120.14921602536002,35.0910814545433,2.0,262.9099868881019,POINT (120.14921602536002 35.0910814545433)
3,13,467,120.21338296042337,34.97322819137166,17.937467218743038,310.79245914766136,POINT (120.21338296042337 34.97322819137166)
3,21,467,120.10446799208054,34.96044286125579,8.459743237484673,90.10485245916163,POINT (120.10446799208054 34.96044286125579)
3,35,467,120.15843162847233,34.85306388799069,15.27660472454154,10.749852956388168,POINT (120.15843162847233 34.85306388799069)
3,37,467,120.17349730839177,34.82533529364476,6.4245768879614875,166.27282930343608,POINT (120.17349730839177 34.82533529364476)
3,50,467,120.09562002371521,34.95918558048999,20.0,341.34648493562753,POINT (120.09562002371521 34.95918558048999)
3,52,467,120.20208484152826,34.94558748074626,17.707869253583098,170.18900221391414,POINT (120.20208484152826 34.94558748074626)
3,53,467,120.18954610860735,34.933490419443615,20.0,303.7436565062354,POINT (120.18954610860735 34.933490419443615)
3,85,467,120.1762006396621,34.97550331001408,13.595357190547503,127.81840621945807,POINT (120.1762006396621 34.97550331001408)
3,92,467,120.095595679922,34.86184336035538,16.72141350773341,328.3635774815542,POINT (120.095595679922 34.86184336035538)
3,98,467,120.09058740742648,34.9569084233025,10.370412707880508,293.43521360151976,POINT (120.09058740742648 34.9569084233025)
3,1,467,120.16185356426358,34.85412550421957,14.647251862530105,99.04189191065802,POINT (120.16185356426358 34.85412550421957)
3,8,467,120.13495762997769,34.885154845122315,4.592293905724167,354.82794309612575,POINT (120.13495762997769 34.885154845122315)
4,31,467,119.94471239461238,35.15787397878282,20.0,254.61728369407328,POINT (119.94471239461238 35.15787397878282)
4,40,467,119.87342342901843,35.143225313774686,19.67590090750633,13.71987722363258,POINT (119.87342342901843 35.143225313774686)
4,83,467,119.86279984370992,35.26823809184411,6.515145449166459,54.67965270438058,POINT (119.86279984370992 35.26823809184411)
4,95,467,119.98087884731756,35.157119938521554,15.186186944091077,11.142003398314046,POINT (119.98087884731756 35.157119938521554)
4,97,467,119.9434880876967,35.22148844492946,9.102612055345958,103.91861848630862,POINT (119.9434880876967 35.22148844492946)
4,105,467,119.92739141520251,35.16803408492981,10.437148416388634,276.3065002401439,POINT (119.92739141520251 35.16803408492981)
5,10,467,119.87131774639816,35.056305280983956,9.871279869810369,200.14508323564166,POINT (119.87131774639816 35.056305280983956)
5,59,467,119.89600450660616,35.013470316484764,16.100674704938058,23.381068700419846,POINT (119.89600450660616 35.013470316484764)
5,79,467,119.7936319400839,35.06036700355433,9.58437025546587,124.09875158738836,POINT (119.7936319400839 35.06036700355433)
5,102,467,119.84478848241027,34.953556120499805,18.183750109820778,22.79214328926929,POINT (119.84478848241027 34.953556120499805)
5,106,467,119.8787607595888,35.10151409405421,4.880966498694663,76.45115940262936,POINT (119.8787607595888 35.10151409405421)
6,11,467,119.88938581952782,34.80237484728025,11.433706168616808,295.88848033198536,POINT (119.88938581952782 34.80237484728025)
6,20,467,119.84847596121435,34.76280022200992,11.054608105530264,51.397840784897355,POINT (119.84847596121435 34.76280022200992)
6,51,467,119.86549211439596,34.845464427394944,11.728199962819,74.44668334094905,POINT (119.86549211439596 34.845464427394944)
6,55,467,119.96452473323991,34.81435800485846,7.806505303794747,230.38078148711242,POINT (119.96452473323991 34.81435800485846)
6,75,467,119.88448689311777,34.89333106661187,5.581734300972696,299.35477106318797,POINT (119.88448689311777 34.89333106661187)
6,86,467,119.88478328103376,34.833536907932846,15.425246940379248,220.61340208935655,POINT (119.88478328103376 34.833536907932846)
6,99,467,119.89376488638312,34.776647960882514,8.208819884699727,15.940666742863334,POINT (119.89376488638312 34.776647960882514)
6,108,467,119.90469841208906,34.8566382606071,9.331949409608084,19.709291403490326,POINT (119.90469841208906 34.8566382606071)
6,0,467,119.98249462937922,34.90005774029641,6.82812652925996,132.5847640627797,POINT (119.98249462937922 34.90005774029641)
7,39,467,120.09481526095175,34.874852443719774,16.26438589476486,221.2386560053036,POINT (120.09481526095175 34.874852443719774)
7,55,467,119.99073968545834,34.80986564019563,9.353850841300922,130.98316872005964,POINT (119.99073968545834 34.80986564019563)
7,66,467,120.0254539431242,34.84468693086563,8.046250323605518,303.20711146267854,POINT (120.0254539431242 34.84468693086563)
7,92,467,120.06817449603822,34.83806249235395,13.830022108331903,38.84976272183273,POINT (120.06817449603822 34.83806249235395)
7,100,467,119.99633900583233,34.80251563670342,6.941739818162403,327.469499718564,POINT (119.99633900583233 34.80251563670342)
7,101,467,120.0787250659566,34.75382914471371,3.0477476288932275,34.39073007489082,POINT (120.0787250659566 34.75382914471371)
7,107,467,120.01146611909084,34.80609213487554,10.533155511234197,203.51382302028532,POINT (120.01146611909084 34.80609213487554)
8,35,467,120.15310491067665,34.84760014847963,10.32349079697781,10.627774293353582,POINT (120.15310491067665 34.84760014847963)
8,37,467,120.16858689857231,34.821435544644146,9.868185702226096,273.1480911180896,POINT (120.16858689857231 34.821435544644146)
8,39,467,120.11656482255894,34.89345526111314,20.0,165.43191286129064,POINT (120.11656482255894 34.89345526111314)
8,50,467,120.09001352859407,34.954553764231,16.36621955120719,117.55137080112783,POINT (120.09001352859407 34.954553764231)
8,52,467,120.19730264801348,34.94065808694696,15.409953091389609,109.18675639234766,POINT (120.19730264801348 34.94065808694696)
8,78,467,120.18651553757968,34.80566243053261,20.0,276.2315498436126,POINT (120.18651553757968 34.80566243053261)
8,89,467,120.06555721140846,34.94903030884629,20.0,263.6190916272807,POINT (120.06555721140846 34.94903030884629)
8,92,467,120.09025220380846,34.857042770796156,14.91230381519938,37.092002008355394,POINT (120.09025220380846 34.857042770796156)
8,98,467,120.08493923920472,34.95197883332917,12.675553128023935,139.227736747488,POINT (120.08493923920472 34.95197883332917)
8,1,467,120.15700157976278,34.84905793333916,12.561763424448214,62.16700911207734,POINT (120.15700157976278 34.84905793333916)
9,13,467,120.23195782495134,35.00527242023108,12.62601948129356,216.14660580131883,POINT (120.23195782495134 35.00527242023108)
9,42,467,120.2065745287251,35.041292933426,20.0,78.1274395417298,POINT (120.2065745287251 35.041292933426)
9,43,467,120.28380878565181,35.04159547171798,14.960421016147844,125.59381860107901,POINT (120.28380878565181 35.04159547171798)
9,52,467,120.22034404640279,34.977960324635404,16.01562504917105,197.81062461534788,POINT (120.22034404640279 34.977960324635404)
9,53,467,120.20764133731792,34.965271570732405,14.788462307778904,323.0862476114391,POINT (120.20764133731792 34.965271570732405)
9,67,467,120.18732533566808,35.0794377021045,8.092983052044161,259.12275087190244,POINT (120.18732533566808 35.0794377021045)
9,77,467,120.17505398621758,35.02400102204948,14.346151969642253,164.58124722750924,POINT (120.17505398621758 35.02400102204948)
9,85,467,120.19504691889759,35.00765870104428,14.36382118685113,163.24539103588563,POINT (120.19504691889759 35.00765870104428)
9,87,467,120.26162475885447,35.06832862547811,12.289449165419796,316.78675180592177,POINT (120.26162475885447 35.06832862547811)
0,19,471,119.95819237077183,34.99834764577661,15.372440858906646,331.2633818971974,POINT (119.95819237077183 34.99834764577661)
0,25,471,120.00014207850006,34.93733513286733,10.489056342715678,282.6049071284448,POINT (120.00014207850006 34.93733513286733)
0,28,471,119.99532492243235,35.000131726125396,19.467278929100075,0.23879683859820489,POINT (119.99532492243235 35.000131726125396)
0,49,471,119.99338450541929,34.968137844983815,8.143837865577737,267.4025160789813,POINT (119.99338450541929 34.968137844983815)
0,50,471,120.06138461882095,34.96252367086797,18.637463928880653,45.36423373107753,POINT (120.06138461882095 34.96252367086797)
0,59,471,119.92786130586794,34.99235864635357,10.114522693248118,135.75506155402502,POINT (119.92786130586794 34.99235864635357)
0,89,471,120.03744566512647,34.956491226691966,16.775825770255977,127.59599307034145,POINT (120.03744566512647 34.956491226691966)
0,91,471,120.0357915435265,34.96912158527744,4.419293127544809,193.88338820521662,POINT (120.0357915435265 34.96912158527744)
0,92,471,120.0617312847058,34.864934127542405,20.0,148.74505277155657,POINT (120.0617312847058 34.864934127542405)
0,98,471,120.05664244310087,34.960100908335455,9.086093802178032,205.74834347659726,POINT (120.05664244310087 34.960100908335455)
0,108,471,119.92506409941011,34.87923939284267,12.954159873680954,71.9527954183269,POINT (119.92506409941011 34.87923939284267)
0,6,471,119.92540579572899,34.8473370637763,18.35581343587703,277.0039232308368,POINT (119.92540579572899 34.8473370637763)
1,35,471,120.1611541592399,34.83959253074653,9.854268123204456,343.24842510925487,POINT (120.1611541592399 34.83959253074653)
1,39,471,120.12571131963142,34.88453328508782,19.10100891328987,164.05461308844454,POINT (120.12571131963142 34.88453328508782)
1,78,471,120.19449365362658,34.79668123171284,20.0,243.760185290496,POINT (120.19449365362658 34.79668123171284)
1,101,471,120.10938799001735,34.764960945145305,10.700419750044215,107.36744040425256,POINT (120.10938799001735 34.764960945145305)
1,3,471,120.15797382301577,34.88740572509513,6.485934788732525,312.54736232999574,POINT (120.15797382301577 34.88740572509513)
2,27,471,120.11678719855152,35.0647300210116,7.902730764429483,273.66080882735696,POINT (120.11678719855152 35.0647300210116)
2,28,471,120.00823664446129,35.04190231796657,20.0,28.257274503418785,POINT (120.00823664446129 35.04190231796657)
2,41,471,120.09885716503995,35.156588562186734,18.259608609682815,275.9883167047238,POINT (120.09885716503995 35.156588562186734)
2,58,471,120.09000631402071,35.15580557965838,16.567937833301922,291.8729481524421,POINT (120.09000631402071 35.15580557965838)
2,93,471,120.10580677858853,35.16710056999162,13.995028295664799,239.4320365454996,POINT (120.10580677858853 35.16710056999162)
2,95,471,120.01590868002585,35.14027969730444,13.835996661912342,10.311915822819628,POINT (120.01590868002585 35.14027969730444)
3,13,471,120.21395320748148,34.97313672477776,9.364839271481685,292.7014058896904,POINT (120.21395320748148 34.97313672477776)
3,21,471,120.10456074089267,34.96051001457509,5.209597050175146,153.5229867623499,POINT (120.10456074089267 34.96051001457509)
3,35,471,120.15816002573756,34.85218725186794,13.11925620654089,18.84448695177224,POINT (120.15816002573756 34.85218725186794)
3,37,471,120.17353099529731,34.825511801092794,11.386543400991275,131.8081859316455,POINT (120.17353099529731 34.825511801092794)
3,50,471,120.09545078197925,34.95948552606381,16.883602661605188,86.76480732140362,POINT (120.09545078197925 34.95948552606381)
3,53,471,120.18922338571836,34.9335937318409,20.0,30.480921945386385,POINT (120.18922338571836 34.9335937318409)
3,85,471,120.17641191448854,34.974764212485795,12.369147772688736,149.74164980264476,POINT (120.17641191448854 34.974764212485795)
3,92,471,120.0954136891434,34.86249112285092,20.0,122.64125671332155,POINT (120.0954136891434 34.86249112285092)
3,98,471,120.09068566199961,34.95664996108547,7.186418993149799,225.22082091814798,POINT (120.09068566199961 34.95664996108547)
3,8,471,120.13497773282178,34.88586547998324,4.175935979809246,253.61249403247146,POINT (120.13497773282178 34.88586547998324)
4,30,471,119.87088969916694,35.26084367807758,16.64686003015406,329.85916385174704,POINT (119.87088969916694 35.26084367807758)
4,73,471,119.91013772516216,35.15421445429364,13.281184795163881,30.464965268824358,POINT (119.91013772516216 35.15421445429364)
4,76,471,119.95782425438453,35.197927152048166,2.0,19.8744957594065,POINT (119.95782425438453 35.197927152048166)
4,95,471,119.9809846745679,35.157400296195846,19.773367891120824,42.00455702774684,POINT (119.9809846745679 35.157400296195846)
4,106,471,119.88860120440471,35.13950880969535,3.1925264047888806,193.25557779076004,POINT (119.88860120440471 35.13950880969535)
5,10,471,119.87132890429604,35.05637147839543,17.651546271816446,248.91369950791346,POINT (119.87132890429604 35.05637147839543)
5,19,471,119.92679637130054,35.0188624354697,7.5944030040300206,186.59966992738356,POINT (119.92679637130054 35.0188624354697)
5,59,471,119.89592988357298,35.01288507380596,17.520326487311202,131.8150132189173,POINT (119.89592988357298 35.01288507380596)
5,70,471,119.88083780534525,35.07615858172632,9.099341338591486,315.6629067027891,POINT (119.88083780534525 35.07615858172632)
5,79,471,119.79332056283913,35.060241707952805,2.0,231.03274934264783,POINT (119.79332056283913 35.060241707952805)
5,102,471,119.84551860410423,34.954114265984096,14.308915613854573,258.5608591416821,POINT (119.84551860410423 34.954114265984096)
6,47,471,119.90856577490096,34.782592831519445,11.350400815531403,125.77393490375465,POINT (119.90856577490096 34.782592831519445)
6,51,471,119.86554791423065,34.845844711410614,6.688146377918739,90.84744939547839,POINT (119.86554791423065 34.845844711410614)
6,55,471,119.96419387439882,34.813967835315,10.850198590129397,90.64388680032553,POINT (119.96419387439882 34.813967835315)
6,65,471,119.8687988986581,34.8651964342287,10.75096831918603,313.3263079804568,POINT (119.8687988986581 34.8651964342287)
6,75,471,119.88475705033059,34.89343189605089,11.692525046285422,350.4479680744838,POINT (119.88475705033059 34.89343189605089)
6,86,471,119.88478470497033,34.83316847017521,12.23461615553191,136.79206997023513,POINT (119.88478470497033 34.83316847017521)
6,100,471,119.96984482612153,34.806988709630474,4.73145468001949,202.05634510042353,POINT (119.96984482612153 34.806988709630474)
6,108,471,119.90521994323272,34.856412858031696,6.7219012393808,48.839052312742474,POINT (119.90521994323272 34.856412858031696)
7,39,471,120.09466366326266,34.87434825815258,18.60641201801777,130.92771878167304,POINT (120.09466366326266 34.87434825815258)
7,66,471,120.02506117952404,34.84468502575521,14.58130641626242,215.04684285774573,POINT (120.02506117952404 34.84468502575521)
7,100,471,119.99647862614343,34.80226702273726,10.605024515425539,286.56864202078515,POINT (119.99647862614343 34.80226702273726)
7,107,471,120.01123914956685,34.80515311531215,10.3770039376282,207.67029644074785,POINT (120.01123914956685 34.80515311531215)
8,21,471,120.09969886794626,34.955867309785155,9.415153976302955,199.9727325757982,POINT (120.09969886794626 34.955867309785155)
8,35,471,120.1521424156674,34.84832228495843,10.253162103135779,313.9232642129841,POINT (120.1521424156674 34.84832228495843)
8,37,471,120.16869288991656,34.82079266876519,9.335890175263302,301.2163078609242,POINT (120.16869288991656 34.82079266876519)
8,39,471,120.11729514907987,34.89307307433715,20.0,118.2467581041613,POINT (120.11729514907987 34.89307307433715)
8,52,471,120.1971914496829,34.94054540922501,18.520257303681845,240.8299536033658,POINT (120.1971914496829 34.94054540922501)
8,53,471,120.184442912864,34.92934316536374,16.65616532470268,42.0851115400515,POINT (120.184442912864 34.92934316536374)
8,78,471,120.18596724941818,34.804672009963,20.0,248.38340979238689,POINT (120.18596724941818 34.804672009963)
8,89,471,120.06659625510021,34.94918640710587,16.358777429177373,256.91525762463726,POINT (120.06659625510021 34.94918640710587)
8,92,471,120.09068105628539,34.85734024847305,13.832612587909765,121.28708073976591,POINT (120.09068105628539 34.85734024847305)
8,98,471,120.0853618523272,34.95185330917565,10.944986071587113,256.18182419457514,POINT (120.0853618523272 34.95185330917565)
8,3,471,120.14875431863048,34.89554485597652,4.248566960418705,325.7018085349263,POINT (120.14875431863048 34.89554485597652)
9,13,471,120.23154111702736,35.00521120301766,12.681438977136835,266.13341656038324,POINT (120.23154111702736 35.00521120301766)
9,43,471,120.28398760670687,35.041741134833266,19.058106454175732,47.74471919512866,POINT (120.28398760670687 35.041741134833266)
9,52,471,120.22058418140028,34.97773763274703,16.102699315533727,198.24818371688525,POINT (120.22058418140028 34.97773763274703)
9,67,471,120.18763029892771,35.078572525912044,6.503780286324012,148.37351531790574,POINT (120.18763029892771 35.078572525912044)
9,85,471,120.19455035492619,35.00742767160618,15.646413400071486,259.8304816705985,POINT (120.19455035492619 35.00742767160618)
9,90,471,120.25718572742085,35.103865139627345,8.922910564100839,4.132722948213427,POINT (120.25718572742085 35.103865139627345)
0,19,476,119.958417347821,34.99811343143022,9.72704787038423,302.32353626716065,POINT (119.958417347821 34.99811343143022)
0,28,476,119.9945411292739,35.00065407398309,20.0,29.405498430928787,POINT (119.9945411292739 35.00065407398309)
0,49,476,119.99343744798477,34.96765748463349,7.732487073851059,295.6238663836343,POINT (119.99343744798477 34.96765748463349)
0,50,476,120.06138602282994,34.96331710763268,17.746704239412292,114.01433289727784,POINT (120.06138602282994 34.96331710763268)
0,59,476,119.92818164757587,34.992586415620806,15.785814139843172,163.35464745882365,POINT (119.92818164757587 34.992586415620806)
0,66,476,120.01873626256426,34.87187147942706,17.654790266546634,6.795134825789205,POINT (120.01873626256426 34.87187147942706)
0,89,476,120.03696689261447,34.95689564009434,18.161515763533455,232.21892801715498,POINT (120.03696689261447 34.95689564009434)
0,92,476,120.06149824853375,34.8649489059304,18.864095227453472,120.27841737314763,POINT (120.06149824853375 34.8649489059304)
0,98,476,120.05626674601798,34.95946993187632,5.461134273230339,236.14590091804848,POINT (120.05626674601798 34.95946993187632)
0,6,476,119.9252546934136,34.84749210877881,16.13263903183704,228.332331245211,POINT (119.9252546934136 34.84749210877881)
1,35,476,120.16126800939155,34.83950598145813,13.790039646685184,0.9942784143244126,POINT (120.16126800939155 34.83950598145813)
1,37,476,120.17695205891987,34.81261608307525,13.108068409131723,229.29736781962836,POINT (120.17695205891987 34.81261608307525)
1,39,476,120.12561670391607,34.8845928804789,20.0,199.92205974384356,POINT (120.12561670391607 34.8845928804789)
1,78,476,120.19398562671891,34.7958557989847,20.0,133.5709444458194,POINT (120.19398562671891 34.7958557989847)
1,101,476,120.11008477961002,34.764676520953046,7.0218462118835605,25.250325463400927,POINT (120.11008477961002 34.764676520953046)
1,3,476,120.15810997712103,34.887550469081,8.58477808288637,232.88519536085118,POINT (120.15810997712103 34.887550469081)
2,23,476,120.09510124297147,35.0657709889471,3.9859354237118443,39.93166161859534,POINT (120.09510124297147 35.0657709889471)
2,28,476,120.00826556761021,35.0418675056711,20.0,42.864476674155185,POINT (120.00826556761021 35.0418675056711)
2,41,476,120.09842723220827,35.15670181595816,20.0,36.69971129146438,POINT (120.09842723220827 35.15670181595816)
2,58,476,120.09005305966629,35.15571090380387,12.871401240523511,213.18104462645238,POINT (120.09005305966629 35.15571090380387)
2,64,476,120.10616642176032,35.16952873399598,12.19129980484259,226.20538484700992,POINT (120.10616642176032 35.16952873399598)
2,67,476,120.1492497574137,35.091254163786644,2.0,266.07811548338873,POINT (120.1492497574137 35.091254163786644)
2,93,476,120.10565304649633,35.166837547835165,15.59226789823202,214.78103341843084,POINT (120.10565304649633 35.166837547835165)
3,13,476,120.21378146113943,34.97304173339479,12.501289271890961,307.0634681312075,POINT (120.21378146113943 34.97304173339479)
3,21,476,120.10474875955993,34.96068274819299,10.106566596953556,208.95851196615,POINT (120.10474875955993 34.96068274819299)
3,35,476,120.15769746775474,34.85335356706188,7.154009847164314,251.98869252203014,POINT (120.15769746775474 34.85335356706188)
3,37,476,120.17333651415716,34.82564656816798,8.949191363755835,251.89336459529244,POINT (120.17333651415716 34.82564656816798)
3,39,476,120.12167775945213,34.89803938006158,17.24578502234371,184.7587442337765,POINT (120.12167775945213 34.89803938006158)
3,50,476,120.09539763028224,34.95992109259153,20.0,50.046461565396086,POINT (120.09539763028224 34.95992109259153)
3,85,476,120.17602319862523,34.97516540473145,19.65381270578864,104.9842505728921,POINT (120.17602319862523 34.97516540473145)
3,92,476,120.09574608781475,34.862313008149535,17.70368385677433,123.790188708977,POINT (120.09574608781475 34.862313008149535)
3,98,476,120.09038164088483,34.95616028301531,5.468049313365657,235.22633382688878,POINT (120.09038164088483 34.95616028301531)
